immonet,262,https://www.immonet.de/expose/51ef16f8-1adc-4c71-ab99-e0eab249cb3d?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,298,https://www.immonet.de/expose/df2b0190-c8f6-4f7b-a41b-a97356693abd
howoge,307,https://www.howoge.de/immobiliensuche/wohnungssuche/detail/1771-12778-20.html?t=ibw
howoge,312,https://www.howoge.de/immobiliensuche/wohnungssuche/detail/1771-12735-13.html?t=ibw
immonet,317,https://www.immonet.de/expose/8f199ac4-925f-4bc2-8410-e52a91c510c7?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
degewo,324,https://immosuche.degewo.de/de/properties/W1400-40124-0030-0103.html
immonet,337,https://www.immonet.de/expose/bbf4d5ad-15ed-4894-a533-e10c8f464432?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
degewo,338,https://immosuche.degewo.de/de/properties/W1400-40109-0220-0404.html
immonet,339,https://www.immonet.de/expose/e5f93ee2-4b65-4b02-9b20-23a38c7f6ad4?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D2%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,344,https://www.immonet.de/expose/1f55b630-e70f-451c-9ef8-40aac3039889?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D2%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
deutsche-wohnen,421,https://www.deutsche-wohnen.com/expose/object/89-1527810012
immonet,434,https://www.immonet.de/expose/135faa9a-1318-43f6-bfc9-087b904b39d5
immonet,446,https://www.immonet.de/expose/8e2fa346-1ebc-425f-bc18-efa6c2ef6072
deutsche-wohnen,447,https://www.deutsche-wohnen.com/expose/object/89-1639810006
immonet,458,https://www.immonet.de/expose/f856398f-9618-46c2-b5ac-f47eafee1f0f
deutsche-wohnen,463,https://www.deutsche-wohnen.com/expose/object/89-1528410011
immonet,472,https://www.immonet.de/expose/229a8d0f-bfe1-4041-97bd-bdd66d3f44a2
immonet,500,https://www.immonet.de/expose/ad69c9b7-32cf-4b49-9430-6d9663ed6b06?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D8%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,501,https://www.immonet.de/expose/2ea5ea85-3488-4c8f-a8cc-199914fa5a4b?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D8%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,503,https://www.immonet.de/expose/221501b2-d860-403b-a179-3bf7e37a3087
immonet,510,https://www.immonet.de/expose/f9dc87bb-78e8-44e3-999a-38f68d025d3e
immonet,530,https://www.immonet.de/expose/a5be27c1-a85a-4bd5-9b76-e8a18d2a0f65
immonet,533,https://www.immonet.de/expose/585b2a3a-a9fc-45bc-80f0-b4725d16cfc3
deutsche-wohnen,535,https://www.deutsche-wohnen.com/expose/object/89-1654390004
immonet,549,https://www.immonet.de/expose/33454e82-e778-4f53-a4a6-5e8cc7a5bed9
immonet,550,https://www.immonet.de/expose/152f7090-aa4c-404c-b165-06ca0a0c3523
immonet,550,https://www.immonet.de/expose/4a31451a-0749-4afd-9061-00be6dd291a9
immonet,552,https://www.immonet.de/expose/381af0a1-cbf4-48d7-8266-90139190efbc
immonet,560,https://www.immonet.de/expose/b9867204-d6f8-4df4-982a-cf3f0c3efe32
immonet,572,https://www.immonet.de/expose/48549dfd-1c43-4401-92f6-35a74702b570?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D11%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,572,https://www.immonet.de/expose/89d8f723-87d0-403a-ba3f-84804f631ab8?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D11%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
immonet,580,https://www.immonet.de/expose/7b633a5a-7939-4221-abf6-a5d528ae5aab
deutsche-wohnen,581,https://www.deutsche-wohnen.com/expose/object/89-1443580003
immonet,582,https://www.immonet.de/expose/4920f571-0577-4a14-99cf-b83122142c0b?ln=classified_search_results&serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08DE8634%26page%3D11%26order%3DPriceAsc&m=classified_search_results_classified_classified_detail
deutsche-wohnen,579,https://www.deutsche-wohnen.com/expose/object/89-1710820010
deutsche-wohnen,590,https://www.deutsche-wohnen.com/expose/object/89-1654330010
deutsche-wohnen,612,https://www.deutsche-wohnen.com/expose/object/89-1640120036
deutsche-wohnen,631,https://www.deutsche-wohnen.com/expose/object/89-1526390008
deutsche-wohnen,648,https://www.deutsche-wohnen.com/expose/object/89-1669450011
deutsche-wohnen,669,https://www.deutsche-wohnen.com/expose/object/89-1612870005
deutsche-wohnen,688,https://www.deutsche-wohnen.com/expose/object/89-1653540011
